fecha,municipio,pm10,pm25,o3,precipitacion,humedadrelativa,temperatura,dia_semana
2015-12-01 00:00:00,266,,,,0,68.7,21.3,2
2015-12-01 00:00:00,308,48,20.3,32.2904142857143,0,70.8797304134694,22.4224090558618,2
2015-12-01 00:00:00,360,62.8713254838527,24.7069472931913,42.073775,0,68.7,21.3,2
2015-12-01 00:00:00,380,43.9626340910756,55.2,,0,68.7,21.3,2
2015-12-01 00:00:00,631,51,,,0,68.7,21.3,2
2015-11-30 00:00:00,1,68.1656235834086,32.6405820400978,96.4028901189007,0,65,23.3,1
2015-11-30 00:00:00,79,22.33,,40.5901666666667,0,75.1921182087634,22.0637850441032,1
2015-11-30 00:00:00,88,43.838424634137,,65.6557375,0,75.1921182087634,22.0637850441032,1
2015-11-30 00:00:00,129,66.4826756907888,33.1,118.278675,0,70.7,21.5,1
2015-11-30 00:00:00,212,30.33,,,0,75.1921182087634,22.0637850441032,1
2015-11-30 00:00:00,266,,,,0,70.7,21.5,1
2015-11-30 00:00:00,308,47,18.9,42.7377125,0,75.1921182087634,22.0637850441032,1
2015-11-30 00:00:00,360,63.8143187343688,30.641201865596,99.5409875,0,70.7,21.5,1
2015-11-30 00:00:00,380,46.6483965524005,57.5,,0,70.7,21.5,1
2015-11-30 00:00:00,631,49,,,0,70.7,21.5,1
2015-11-29 00:00:00,1,57.9593946625019,30.7677602286935,82.6030784548814,0.3,65,23.9,0
2015-11-29 00:00:00,79,22.67,,47.11475,0,78.7,21.8,0
2015-11-29 00:00:00,88,37.4167407701517,,64.426225,0,78.7,21.8,0
2015-11-29 00:00:00,129,55.3332945667601,20.1,114.0983875,0,71.2,20.5,0
2015-11-29 00:00:00,212,31,,,0,78.7,21.8,0
2015-11-29 00:00:00,266,,,,0,71.2,20.5,0
2015-11-29 00:00:00,308,46,23.9,51.1475625,0,78.7,21.8,0
2015-11-29 00:00:00,360,64.843039434444,24.456473379071,84.836075,0,71.2,20.5,0
2015-11-29 00:00:00,380,49.8861488730846,39,,0,71.2,20.5,0
2015-11-29 00:00:00,631,46,,,0,71.2,20.5,0
2015-11-28 00:00:00,1,80.1685394986946,38.9056406638999,92.30358253378,0,65,23.9,6
2015-11-28 00:00:00,79,23,,42.12295,0,83,21,6
2015-11-28 00:00:00,88,39.8219215600704,,52.62295,0,83,21,6
2015-11-28 00:00:00,129,60.7282321964917,27.4,62.9508125,0.3,80.3,19.5,6
2015-11-28 00:00:00,212,29.67,,,0,83,21,6
2015-11-28 00:00:00,266,,,,0.3,80.3,19.5,6
2015-11-28 00:00:00,308,41,17.8,35.36065,0,83,21,6
2015-11-28 00:00:00,360,70.9991201634948,30.258545213043,58.0328,0.3,80.3,19.5,6
2015-11-28 00:00:00,380,52.9922784133899,58.5,,0.3,80.3,19.5,6
2015-11-28 00:00:00,631,44,,,0.3,80.3,19.5,6
2015-11-27 00:00:00,1,71.8231032833458,34.7610691055547,74.3528358831411,15.5,71,23.1,5
2015-11-27 00:00:00,79,21.67,,61.2295,0,78.6,21.8,5
2015-11-27 00:00:00,88,41.8719035114771,,82.1311375,0,78.6,21.8,5
2015-11-27 00:00:00,129,62.4120330934731,29.2,77.950825,0,74.7,20.3,5
2015-11-27 00:00:00,212,28.33,,,0,78.6,21.8,5
2015-11-27 00:00:00,266,,,,0,74.7,20.3,5
2015-11-27 00:00:00,308,42,15.5,41.4836,0,78.6,21.8,5
2015-11-27 00:00:00,360,67.6417113929752,29.701957623905,57.344275,0,74.7,20.3,5
2015-11-27 00:00:00,380,50.1687167256179,57.3,,0,74.7,20.3,5
2015-11-27 00:00:00,631,42,,,0,74.7,20.3,5
2015-11-26 00:00:00,1,85.7479998690578,40.6729164059964,121.109854287444,0.5,69,22.7,4
2015-11-26 00:00:00,79,20.33,,62.9508,0,75.8,23,4
2015-11-26 00:00:00,88,41.6789915669785,,60.7376875,0,75.8,23,4
